,degree
Gastrophryne_olivacea.ASV1399,1
Gastrophryne_olivacea.ASV14,1
Gastrophryne_olivacea.ASV1401,1
Gastrophryne_olivacea.ASV1429,1
Gastrophryne_olivacea.ASV1444,1
Gastrophryne_olivacea.ASV1445,1
Gastrophryne_olivacea.ASV1459,1
Gastrophryne_olivacea.ASV146,1
Gastrophryne_olivacea.ASV1460,1
Gastrophryne_olivacea.ASV1465,1
Gastrophryne_olivacea.ASV147,1
Gastrophryne_olivacea.ASV148,1
Gastrophryne_olivacea.ASV1495,1
Gastrophryne_olivacea.ASV151,1
Gastrophryne_olivacea.ASV1518,1
Gastrophryne_olivacea.ASV1521,1
Gastrophryne_olivacea.ASV1537,1
Gastrophryne_olivacea.ASV1538,1
Gastrophryne_olivacea.ASV1539,1
Gastrophryne_olivacea.ASV154,1
Gastrophryne_olivacea.ASV1540,1
Gastrophryne_olivacea.ASV1542,1
Gastrophryne_olivacea.ASV1555,1
Gastrophryne_olivacea.ASV1569,1
Gastrophryne_olivacea.ASV1570,1
Gastrophryne_olivacea.ASV1571,1
Gastrophryne_olivacea.ASV159,1
Gastrophryne_olivacea.ASV16,1
Gastrophryne_olivacea.ASV160,1
Gastrophryne_olivacea.ASV1602,1
Gastrophryne_olivacea.ASV161,1
Gastrophryne_olivacea.ASV166,1
Gastrophryne_olivacea.ASV1673,1
Gastrophryne_olivacea.ASV1686,1
Gastrophryne_olivacea.ASV1687,1
Gastrophryne_olivacea.ASV1688,1
Gastrophryne_olivacea.ASV1689,1
Gastrophryne_olivacea.ASV170,1
Gastrophryne_olivacea.ASV1715,1
Gastrophryne_olivacea.ASV1716,1
Gastrophryne_olivacea.ASV1718,1
Gastrophryne_olivacea.ASV173,1
Gastrophryne_olivacea.ASV1759,1
Gastrophryne_olivacea.ASV176,1
Gastrophryne_olivacea.ASV1760,1
Gastrophryne_olivacea.ASV1763,1
Gastrophryne_olivacea.ASV1764,1
Gastrophryne_olivacea.ASV1765,1
Gastrophryne_olivacea.ASV1766,1
Gastrophryne_olivacea.ASV1785,1
Gastrophryne_olivacea.ASV1786,1
Gastrophryne_olivacea.ASV1789,1
Gastrophryne_olivacea.ASV179,1
Gastrophryne_olivacea.ASV1791,1
Gastrophryne_olivacea.ASV182,1
Gastrophryne_olivacea.ASV1830,1
Gastrophryne_olivacea.ASV1866,1
Gastrophryne_olivacea.ASV1867,1
Gastrophryne_olivacea.ASV1895,1
Gastrophryne_olivacea.ASV1919,1
Gastrophryne_olivacea.ASV1943,1
Gastrophryne_olivacea.ASV1967,1
Gastrophryne_olivacea.ASV1969,1
Gastrophryne_olivacea.ASV1970,1
Gastrophryne_olivacea.ASV1971,1
Gastrophryne_olivacea.ASV199,1
Gastrophryne_olivacea.ASV2,1
Gastrophryne_olivacea.ASV2002,1
Gastrophryne_olivacea.ASV2003,1
Gastrophryne_olivacea.ASV2005,1
Gastrophryne_olivacea.ASV201,1
Gastrophryne_olivacea.ASV2039,1
Gastrophryne_olivacea.ASV2040,1
Gastrophryne_olivacea.ASV2063,1
Gastrophryne_olivacea.ASV2068,1
Gastrophryne_olivacea.ASV2069,1
Gastrophryne_olivacea.ASV208,1
Gastrophryne_olivacea.ASV2097,1
Gastrophryne_olivacea.ASV2099,1
Gastrophryne_olivacea.ASV210,1
Gastrophryne_olivacea.ASV2100,1
Gastrophryne_olivacea.ASV2101,1
Gastrophryne_olivacea.ASV2102,1
Gastrophryne_olivacea.ASV2129,1
Gastrophryne_olivacea.ASV214,1
Gastrophryne_olivacea.ASV215,1
Gastrophryne_olivacea.ASV216,1
Gastrophryne_olivacea.ASV218,1
Gastrophryne_olivacea.ASV22,1
Gastrophryne_olivacea.ASV2204,1
Gastrophryne_olivacea.ASV2205,1
Gastrophryne_olivacea.ASV223,1
Gastrophryne_olivacea.ASV2237,1
Gastrophryne_olivacea.ASV2238,1
Gastrophryne_olivacea.ASV2239,1
Gastrophryne_olivacea.ASV224,1
Gastrophryne_olivacea.ASV2240,1
Gastrophryne_olivacea.ASV2243,1
Gastrophryne_olivacea.ASV2244,1
Gastrophryne_olivacea.ASV226,1
Gastrophryne_olivacea.ASV2276,1
Gastrophryne_olivacea.ASV2282,1
Gastrophryne_olivacea.ASV2284,1
Gastrophryne_olivacea.ASV232,1
Gastrophryne_olivacea.ASV2320,1
Gastrophryne_olivacea.ASV2329,1
Gastrophryne_olivacea.ASV2331,1
Gastrophryne_olivacea.ASV2332,1
Gastrophryne_olivacea.ASV2333,1
Gastrophryne_olivacea.ASV2372,1
Gastrophryne_olivacea.ASV2373,1
Gastrophryne_olivacea.ASV2375,1
Gastrophryne_olivacea.ASV238,1
Gastrophryne_olivacea.ASV24,1
Gastrophryne_olivacea.ASV241,1
Gastrophryne_olivacea.ASV2411,1
Gastrophryne_olivacea.ASV2443,1
Gastrophryne_olivacea.ASV2445,1
Gastrophryne_olivacea.ASV2446,1
Gastrophryne_olivacea.ASV2487,1
Gastrophryne_olivacea.ASV2489,1
Gastrophryne_olivacea.ASV249,1
Gastrophryne_olivacea.ASV2491,1
Gastrophryne_olivacea.ASV25,1
Gastrophryne_olivacea.ASV250,1
Gastrophryne_olivacea.ASV251,1
Gastrophryne_olivacea.ASV2529,1
Gastrophryne_olivacea.ASV2531,1
Gastrophryne_olivacea.ASV256,1
Gastrophryne_olivacea.ASV2567,1
Gastrophryne_olivacea.ASV2581,1
Gastrophryne_olivacea.ASV2584,1
Gastrophryne_olivacea.ASV263,1
Gastrophryne_olivacea.ASV2634,1
Gastrophryne_olivacea.ASV2637,1
Gastrophryne_olivacea.ASV2638,1
Gastrophryne_olivacea.ASV2639,1
Gastrophryne_olivacea.ASV2641,1
Gastrophryne_olivacea.ASV267,1
Gastrophryne_olivacea.ASV269,1
Gastrophryne_olivacea.ASV27,1
Gastrophryne_olivacea.ASV270,1
Gastrophryne_olivacea.ASV2703,1
Gastrophryne_olivacea.ASV2704,1
Gastrophryne_olivacea.ASV2705,1
Gastrophryne_olivacea.ASV2708,1
Gastrophryne_olivacea.ASV2709,1
Gastrophryne_olivacea.ASV2710,1
Gastrophryne_olivacea.ASV272,1
Gastrophryne_olivacea.ASV273,1
Gastrophryne_olivacea.ASV2758,1
Gastrophryne_olivacea.ASV2760,1
Gastrophryne_olivacea.ASV280,1
Gastrophryne_olivacea.ASV2817,1
Gastrophryne_olivacea.ASV2825,1
Gastrophryne_olivacea.ASV2826,1
Gastrophryne_olivacea.ASV2827,1
Gastrophryne_olivacea.ASV283,1
Gastrophryne_olivacea.ASV284,1
Gastrophryne_olivacea.ASV285,1
Gastrophryne_olivacea.ASV287,1
Gastrophryne_olivacea.ASV2876,1
Gastrophryne_olivacea.ASV2882,1
Gastrophryne_olivacea.ASV2883,1
Gastrophryne_olivacea.ASV2884,1
Gastrophryne_olivacea.ASV2885,1
Gastrophryne_olivacea.ASV2886,1
Gastrophryne_olivacea.ASV291,1
Gastrophryne_olivacea.ASV292,1
Gastrophryne_olivacea.ASV2957,1
Gastrophryne_olivacea.ASV3,1
Gastrophryne_olivacea.ASV30,1
Gastrophryne_olivacea.ASV3016,1
Gastrophryne_olivacea.ASV3017,1
Gastrophryne_olivacea.ASV304,1
Gastrophryne_olivacea.ASV3083,1
Gastrophryne_olivacea.ASV3086,1
Gastrophryne_olivacea.ASV3087,1
Gastrophryne_olivacea.ASV3088,1
Gastrophryne_olivacea.ASV3089,1
Gastrophryne_olivacea.ASV309,1
Gastrophryne_olivacea.ASV3090,1
Gastrophryne_olivacea.ASV3093,1
Gastrophryne_olivacea.ASV31,1
Gastrophryne_olivacea.ASV3154,1
Gastrophryne_olivacea.ASV3156,1
Gastrophryne_olivacea.ASV3158,1
Gastrophryne_olivacea.ASV3163,1
Gastrophryne_olivacea.ASV3164,1
Gastrophryne_olivacea.ASV3165,1
Gastrophryne_olivacea.ASV3166,1
Gastrophryne_olivacea.ASV3167,1
Gastrophryne_olivacea.ASV3168,1
Gastrophryne_olivacea.ASV320,1
Gastrophryne_olivacea.ASV321,1
Gastrophryne_olivacea.ASV3243,1
Gastrophryne_olivacea.ASV3244,1
Gastrophryne_olivacea.ASV3247,1
Gastrophryne_olivacea.ASV3248,1
Gastrophryne_olivacea.ASV3249,1
Gastrophryne_olivacea.ASV334,1
Gastrophryne_olivacea.ASV3357,1
Gastrophryne_olivacea.ASV3358,1
Gastrophryne_olivacea.ASV3360,1
Gastrophryne_olivacea.ASV3362,1
Gastrophryne_olivacea.ASV3363,1
Gastrophryne_olivacea.ASV3364,1
Gastrophryne_olivacea.ASV34,1
Gastrophryne_olivacea.ASV340,1
Gastrophryne_olivacea.ASV343,1
Gastrophryne_olivacea.ASV3453,1
Gastrophryne_olivacea.ASV3454,1
Gastrophryne_olivacea.ASV3455,1
Gastrophryne_olivacea.ASV3456,1
Gastrophryne_olivacea.ASV3457,1
Gastrophryne_olivacea.ASV3460,1
Gastrophryne_olivacea.ASV3461,1
Gastrophryne_olivacea.ASV3462,1
Gastrophryne_olivacea.ASV3463,1
Gastrophryne_olivacea.ASV3464,1
Gastrophryne_olivacea.ASV3556,1
Gastrophryne_olivacea.ASV3558,1
Gastrophryne_olivacea.ASV3559,1
Gastrophryne_olivacea.ASV356,1
Gastrophryne_olivacea.ASV3561,1
Gastrophryne_olivacea.ASV3562,1
Gastrophryne_olivacea.ASV3563,1
Gastrophryne_olivacea.ASV3564,1
Gastrophryne_olivacea.ASV366,1
Gastrophryne_olivacea.ASV3669,1
Gastrophryne_olivacea.ASV3670,1
Gastrophryne_olivacea.ASV3673,1
Gastrophryne_olivacea.ASV3676,1
Gastrophryne_olivacea.ASV3677,1
Gastrophryne_olivacea.ASV3678,1
Gastrophryne_olivacea.ASV3679,1
Gastrophryne_olivacea.ASV3680,1
Gastrophryne_olivacea.ASV3681,1
Gastrophryne_olivacea.ASV37,1
Gastrophryne_olivacea.ASV370,1
Gastrophryne_olivacea.ASV374,1
Gastrophryne_olivacea.ASV377,1
Gastrophryne_olivacea.ASV3780,1
Gastrophryne_olivacea.ASV3783,1
Gastrophryne_olivacea.ASV3787,1
Gastrophryne_olivacea.ASV3789,1
Gastrophryne_olivacea.ASV3790,1
Gastrophryne_olivacea.ASV3791,1
Gastrophryne_olivacea.ASV3792,1
Gastrophryne_olivacea.ASV3793,1
Gastrophryne_olivacea.ASV383,1
Gastrophryne_olivacea.ASV385,1
Gastrophryne_olivacea.ASV388,1
Gastrophryne_olivacea.ASV3892,1
Gastrophryne_olivacea.ASV3909,1
Gastrophryne_olivacea.ASV3912,1
Gastrophryne_olivacea.ASV3916,1
Gastrophryne_olivacea.ASV3917,1
Gastrophryne_olivacea.ASV3921,1
Gastrophryne_olivacea.ASV3923,1
Gastrophryne_olivacea.ASV3925,1
Gastrophryne_olivacea.ASV3926,1
Gastrophryne_olivacea.ASV3927,1
Gastrophryne_olivacea.ASV40,1
Gastrophryne_olivacea.ASV4044,1
Gastrophryne_olivacea.ASV4047,1
Gastrophryne_olivacea.ASV4049,1
Gastrophryne_olivacea.ASV4050,1
Gastrophryne_olivacea.ASV4051,1
Gastrophryne_olivacea.ASV4052,1
Gastrophryne_olivacea.ASV4054,1
Gastrophryne_olivacea.ASV406,1
Gastrophryne_olivacea.ASV409,1
Gastrophryne_olivacea.ASV4188,1
Gastrophryne_olivacea.ASV4189,1
Gastrophryne_olivacea.ASV4191,1
Gastrophryne_olivacea.ASV4193,1
Gastrophryne_olivacea.ASV425,1
Gastrophryne_olivacea.ASV432,1
Gastrophryne_olivacea.ASV4348,1
Gastrophryne_olivacea.ASV4351,1
Gastrophryne_olivacea.ASV4352,1
Gastrophryne_olivacea.ASV4354,1
Gastrophryne_olivacea.ASV4355,1
Gastrophryne_olivacea.ASV4356,1
Gastrophryne_olivacea.ASV438,1
Gastrophryne_olivacea.ASV439,1
Gastrophryne_olivacea.ASV441,1
Gastrophryne_olivacea.ASV448,1
Gastrophryne_olivacea.ASV4503,1
Gastrophryne_olivacea.ASV4522,1
Gastrophryne_olivacea.ASV4523,1
Gastrophryne_olivacea.ASV4525,1
Gastrophryne_olivacea.ASV4526,1
Gastrophryne_olivacea.ASV4528,1
Gastrophryne_olivacea.ASV4529,1
Gastrophryne_olivacea.ASV468,1
Gastrophryne_olivacea.ASV47,1
Gastrophryne_olivacea.ASV4708,1
Gastrophryne_olivacea.ASV4709,1
Gastrophryne_olivacea.ASV4714,1
Gastrophryne_olivacea.ASV4715,1
Gastrophryne_olivacea.ASV4716,1
Gastrophryne_olivacea.ASV479,1
Gastrophryne_olivacea.ASV487,1
Gastrophryne_olivacea.ASV49,1
Gastrophryne_olivacea.ASV4908,1
Gastrophryne_olivacea.ASV491,1
Gastrophryne_olivacea.ASV4913,1
Gastrophryne_olivacea.ASV4914,1
Gastrophryne_olivacea.ASV4915,1
Gastrophryne_olivacea.ASV4916,1
Gastrophryne_olivacea.ASV4917,1
Gastrophryne_olivacea.ASV4918,1
Gastrophryne_olivacea.ASV4919,1
Gastrophryne_olivacea.ASV507,1
Gastrophryne_olivacea.ASV5115,1
Gastrophryne_olivacea.ASV5116,1
Gastrophryne_olivacea.ASV5117,1
Gastrophryne_olivacea.ASV5118,1
Gastrophryne_olivacea.ASV5120,1
Gastrophryne_olivacea.ASV513,1
Gastrophryne_olivacea.ASV516,1
Gastrophryne_olivacea.ASV517,1
Gastrophryne_olivacea.ASV524,1
Gastrophryne_olivacea.ASV525,1
Gastrophryne_olivacea.ASV531,1
Gastrophryne_olivacea.ASV5341,1
Gastrophryne_olivacea.ASV5343,1
Gastrophryne_olivacea.ASV5346,1
Gastrophryne_olivacea.ASV5348,1
Gastrophryne_olivacea.ASV5349,1
Gastrophryne_olivacea.ASV535,1
Gastrophryne_olivacea.ASV540,1
Gastrophryne_olivacea.ASV55,1
Gastrophryne_olivacea.ASV551,1
Gastrophryne_olivacea.ASV5580,1
Gastrophryne_olivacea.ASV5590,1
Gastrophryne_olivacea.ASV5591,1
Gastrophryne_olivacea.ASV5592,1
Gastrophryne_olivacea.ASV5593,1
Gastrophryne_olivacea.ASV5594,1
Gastrophryne_olivacea.ASV5596,1
Gastrophryne_olivacea.ASV5597,1
Gastrophryne_olivacea.ASV5598,1
Gastrophryne_olivacea.ASV561,1
Gastrophryne_olivacea.ASV565,1
Gastrophryne_olivacea.ASV5853,1
Gastrophryne_olivacea.ASV5854,1
Gastrophryne_olivacea.ASV5855,1
Gastrophryne_olivacea.ASV5859,1
Gastrophryne_olivacea.ASV5860,1
Gastrophryne_olivacea.ASV5861,1
Gastrophryne_olivacea.ASV5862,1
Gastrophryne_olivacea.ASV5863,1
Gastrophryne_olivacea.ASV5864,1
Gastrophryne_olivacea.ASV5866,1
Gastrophryne_olivacea.ASV59,1
Gastrophryne_olivacea.ASV594,1
Gastrophryne_olivacea.ASV595,1
Gastrophryne_olivacea.ASV60,1
Gastrophryne_olivacea.ASV604,1
Gastrophryne_olivacea.ASV615,1
Gastrophryne_olivacea.ASV616,1
Gastrophryne_olivacea.ASV6198,1
Gastrophryne_olivacea.ASV62,1
Gastrophryne_olivacea.ASV6200,1
Gastrophryne_olivacea.ASV6204,1
Gastrophryne_olivacea.ASV6206,1
Gastrophryne_olivacea.ASV6208,1
Gastrophryne_olivacea.ASV6209,1
Gastrophryne_olivacea.ASV6211,1
Gastrophryne_olivacea.ASV6212,1
Gastrophryne_olivacea.ASV6215,1
Gastrophryne_olivacea.ASV6216,1
Gastrophryne_olivacea.ASV6217,1
Gastrophryne_olivacea.ASV624,1
Gastrophryne_olivacea.ASV629,1
Gastrophryne_olivacea.ASV63,1
Gastrophryne_olivacea.ASV632,1
Gastrophryne_olivacea.ASV642,1
Gastrophryne_olivacea.ASV649,1
Gastrophryne_olivacea.ASV6525,1
Gastrophryne_olivacea.ASV6527,1
Gastrophryne_olivacea.ASV6529,1
Gastrophryne_olivacea.ASV6530,1
Gastrophryne_olivacea.ASV6531,1
Gastrophryne_olivacea.ASV6532,1
Gastrophryne_olivacea.ASV6533,1
Gastrophryne_olivacea.ASV6534,1
Gastrophryne_olivacea.ASV6535,1
Gastrophryne_olivacea.ASV6536,1
Gastrophryne_olivacea.ASV6537,1
Gastrophryne_olivacea.ASV655,1
Gastrophryne_olivacea.ASV66,1
Gastrophryne_olivacea.ASV67,1
Gastrophryne_olivacea.ASV68,1
Gastrophryne_olivacea.ASV680,1
Gastrophryne_olivacea.ASV682,1
Gastrophryne_olivacea.ASV689,1
Gastrophryne_olivacea.ASV69,1
Gastrophryne_olivacea.ASV6904,1
Gastrophryne_olivacea.ASV6910,1
Gastrophryne_olivacea.ASV6911,1
Gastrophryne_olivacea.ASV6912,1
Gastrophryne_olivacea.ASV6914,1
Gastrophryne_olivacea.ASV6915,1
Gastrophryne_olivacea.ASV6916,1
Gastrophryne_olivacea.ASV6917,1
Gastrophryne_olivacea.ASV6918,1
Gastrophryne_olivacea.ASV6919,1
Gastrophryne_olivacea.ASV692,1
Gastrophryne_olivacea.ASV6920,1
Gastrophryne_olivacea.ASV6922,1
Gastrophryne_olivacea.ASV6923,1
Gastrophryne_olivacea.ASV6925,1
Gastrophryne_olivacea.ASV693,1
Gastrophryne_olivacea.ASV694,1
Gastrophryne_olivacea.ASV699,1
Gastrophryne_olivacea.ASV7,1
Gastrophryne_olivacea.ASV704,1
Gastrophryne_olivacea.ASV714,1
Gastrophryne_olivacea.ASV719,1
Gastrophryne_olivacea.ASV72,1
Gastrophryne_olivacea.ASV725,1
Gastrophryne_olivacea.ASV7284,1
Gastrophryne_olivacea.ASV7342,1
Gastrophryne_olivacea.ASV7343,1
Gastrophryne_olivacea.ASV7344,1
Gastrophryne_olivacea.ASV7345,1
Gastrophryne_olivacea.ASV7346,1
Gastrophryne_olivacea.ASV7347,1
Gastrophryne_olivacea.ASV7348,1
Gastrophryne_olivacea.ASV7349,1
Gastrophryne_olivacea.ASV7350,1
Gastrophryne_olivacea.ASV7352,1
Gastrophryne_olivacea.ASV7354,1
Gastrophryne_olivacea.ASV7355,1
Gastrophryne_olivacea.ASV7356,1
Gastrophryne_olivacea.ASV7358,1
Gastrophryne_olivacea.ASV7359,1
Gastrophryne_olivacea.ASV7360,1
Gastrophryne_olivacea.ASV7361,1
Gastrophryne_olivacea.ASV737,1
Gastrophryne_olivacea.ASV739,1
Gastrophryne_olivacea.ASV748,1
Gastrophryne_olivacea.ASV7785,1
Gastrophryne_olivacea.ASV7786,1
Gastrophryne_olivacea.ASV7788,1
Gastrophryne_olivacea.ASV779,1
Gastrophryne_olivacea.ASV7790,1
Gastrophryne_olivacea.ASV7793,1
Gastrophryne_olivacea.ASV7794,1
Gastrophryne_olivacea.ASV7796,1
Gastrophryne_olivacea.ASV7797,1
Gastrophryne_olivacea.ASV7798,1
Gastrophryne_olivacea.ASV7799,1
Gastrophryne_olivacea.ASV7801,1
Gastrophryne_olivacea.ASV7802,1
Gastrophryne_olivacea.ASV7803,1
Gastrophryne_olivacea.ASV787,1
Gastrophryne_olivacea.ASV789,1
Gastrophryne_olivacea.ASV79,1
Gastrophryne_olivacea.ASV8,1
Gastrophryne_olivacea.ASV8189,1
Gastrophryne_olivacea.ASV825,1
Gastrophryne_olivacea.ASV8292,1
Gastrophryne_olivacea.ASV8293,1
Gastrophryne_olivacea.ASV8294,1
Gastrophryne_olivacea.ASV8295,1
Gastrophryne_olivacea.ASV8296,1
Gastrophryne_olivacea.ASV8297,1
Gastrophryne_olivacea.ASV830,1
Gastrophryne_olivacea.ASV8300,1
Gastrophryne_olivacea.ASV8301,1
Gastrophryne_olivacea.ASV8302,1
Gastrophryne_olivacea.ASV8303,1
Gastrophryne_olivacea.ASV8304,1
Gastrophryne_olivacea.ASV8305,1
Gastrophryne_olivacea.ASV8306,1
Gastrophryne_olivacea.ASV8308,1
Gastrophryne_olivacea.ASV8309,1
Gastrophryne_olivacea.ASV843,1
Gastrophryne_olivacea.ASV845,1
Gastrophryne_olivacea.ASV846,1
Gastrophryne_olivacea.ASV849,1
Gastrophryne_olivacea.ASV856,1
Gastrophryne_olivacea.ASV86,1
Gastrophryne_olivacea.ASV862,1
Gastrophryne_olivacea.ASV864,1
Gastrophryne_olivacea.ASV869,1
Gastrophryne_olivacea.ASV87,1
Gastrophryne_olivacea.ASV879,1
Gastrophryne_olivacea.ASV8855,1
Gastrophryne_olivacea.ASV8865,1
Gastrophryne_olivacea.ASV8866,1
Gastrophryne_olivacea.ASV8868,1
Gastrophryne_olivacea.ASV8869,1
Gastrophryne_olivacea.ASV887,1
Gastrophryne_olivacea.ASV8873,1
Gastrophryne_olivacea.ASV8874,1
Gastrophryne_olivacea.ASV8875,1
Gastrophryne_olivacea.ASV8876,1
Gastrophryne_olivacea.ASV8877,1
Gastrophryne_olivacea.ASV8878,1
Gastrophryne_olivacea.ASV8879,1
Gastrophryne_olivacea.ASV888,1
Gastrophryne_olivacea.ASV8880,1
Gastrophryne_olivacea.ASV8881,1
Gastrophryne_olivacea.ASV8882,1
Gastrophryne_olivacea.ASV8883,1
Gastrophryne_olivacea.ASV895,1
Gastrophryne_olivacea.ASV9,1
Gastrophryne_olivacea.ASV90,1
Gastrophryne_olivacea.ASV909,1
Gastrophryne_olivacea.ASV917,1
Gastrophryne_olivacea.ASV923,1
Gastrophryne_olivacea.ASV931,1
Gastrophryne_olivacea.ASV937,1
Gastrophryne_olivacea.ASV94,1
Gastrophryne_olivacea.ASV9475,1
Gastrophryne_olivacea.ASV9478,1
Gastrophryne_olivacea.ASV9480,1
Gastrophryne_olivacea.ASV9481,1
Gastrophryne_olivacea.ASV9482,1
Gastrophryne_olivacea.ASV9484,1
Gastrophryne_olivacea.ASV9485,1
Gastrophryne_olivacea.ASV961,1
Gastrophryne_olivacea.ASV967,1
Gastrophryne_olivacea.ASV968,1
Gastrophryne_olivacea.ASV97,1
Gastrophryne_olivacea.ASV970,1
Gastrophryne_olivacea.ASV99,1
Gastrophryne_olivacea.ASV993,1
Rana_berlandieri.ASV1001,1
Rana_berlandieri.ASV10060,1
Rana_berlandieri.ASV10061,1
Rana_berlandieri.ASV10062,1
Rana_berlandieri.ASV10063,1
Rana_berlandieri.ASV10066,1
Rana_berlandieri.ASV10067,1
Rana_berlandieri.ASV10069,1
Rana_berlandieri.ASV10070,1
Rana_berlandieri.ASV10071,1
Rana_berlandieri.ASV10075,1
Rana_berlandieri.ASV10076,1
Rana_berlandieri.ASV10079,1
Rana_berlandieri.ASV10080,1
Rana_berlandieri.ASV10081,1
Rana_berlandieri.ASV10082,1
Rana_berlandieri.ASV10083,1
Rana_berlandieri.ASV10084,1
Rana_berlandieri.ASV10085,1
Rana_berlandieri.ASV10092,1
Rana_berlandieri.ASV10093,1
Rana_berlandieri.ASV10094,1
Rana_berlandieri.ASV10096,1
Rana_berlandieri.ASV10097,1
Rana_berlandieri.ASV10099,1
Rana_berlandieri.ASV1010,1
Rana_berlandieri.ASV10100,1
Rana_berlandieri.ASV10101,1
Rana_berlandieri.ASV10104,1
Rana_berlandieri.ASV10105,1
Rana_berlandieri.ASV10108,1
Rana_berlandieri.ASV10110,1
Rana_berlandieri.ASV10114,1
Rana_berlandieri.ASV10115,1
Rana_berlandieri.ASV10116,1
Rana_berlandieri.ASV10117,1
Rana_berlandieri.ASV10118,1
Rana_berlandieri.ASV10120,1
Rana_berlandieri.ASV10121,1
Rana_berlandieri.ASV10123,1
Rana_berlandieri.ASV10124,1
Rana_berlandieri.ASV1018,1
Rana_berlandieri.ASV1021,1
Rana_berlandieri.ASV1022,1
Rana_berlandieri.ASV1024,1
Rana_berlandieri.ASV1026,1
Rana_berlandieri.ASV1027,1
Rana_berlandieri.ASV10270,1
Rana_berlandieri.ASV1030,1
Rana_berlandieri.ASV10303,1
Rana_berlandieri.ASV10304,1
Rana_berlandieri.ASV10308,1
Rana_berlandieri.ASV10310,1
Rana_berlandieri.ASV10311,1
Rana_berlandieri.ASV10312,1
Rana_berlandieri.ASV10313,1
Rana_berlandieri.ASV10314,1
Rana_berlandieri.ASV10316,1
Rana_berlandieri.ASV10317,1
Rana_berlandieri.ASV10318,1
Rana_berlandieri.ASV10319,1
Rana_berlandieri.ASV10321,1
Rana_berlandieri.ASV10325,1
Rana_berlandieri.ASV10326,1
Rana_berlandieri.ASV10327,1
Rana_berlandieri.ASV10329,1
Rana_berlandieri.ASV10331,1
Rana_berlandieri.ASV10332,1
Rana_berlandieri.ASV10333,1
Rana_berlandieri.ASV10334,1
Rana_berlandieri.ASV1035,1
Rana_berlandieri.ASV1037,1
Rana_berlandieri.ASV1040,1
Rana_berlandieri.ASV1048,1
Rana_berlandieri.ASV1049,1
Rana_berlandieri.ASV1052,1
Rana_berlandieri.ASV1054,1
Rana_berlandieri.ASV1065,1
Rana_berlandieri.ASV1070,1
Rana_berlandieri.ASV1073,1
Rana_berlandieri.ASV1074,1
Rana_berlandieri.ASV1075,1
Rana_berlandieri.ASV1079,1
Rana_berlandieri.ASV10807,1
Rana_berlandieri.ASV10809,1
Rana_berlandieri.ASV10810,1
Rana_berlandieri.ASV10811,1
Rana_berlandieri.ASV10814,1
Rana_berlandieri.ASV10816,1
Rana_berlandieri.ASV10818,1
Rana_berlandieri.ASV10819,1
Rana_berlandieri.ASV10820,1
Rana_berlandieri.ASV10821,1
Rana_berlandieri.ASV10822,1
Rana_berlandieri.ASV10823,1
Rana_berlandieri.ASV10824,1
Rana_berlandieri.ASV10826,1
Rana_berlandieri.ASV10828,1
Rana_berlandieri.ASV10830,1
Rana_berlandieri.ASV10831,1
Rana_berlandieri.ASV10834,1
Rana_berlandieri.ASV10836,1
Rana_berlandieri.ASV10838,1
Rana_berlandieri.ASV10841,1
Rana_berlandieri.ASV10842,1
Rana_berlandieri.ASV10845,1
Rana_berlandieri.ASV10847,1
Rana_berlandieri.ASV10848,1
Rana_berlandieri.ASV10849,1
Rana_berlandieri.ASV10856,1
Rana_berlandieri.ASV10861,1
Rana_berlandieri.ASV10863,1
Rana_berlandieri.ASV1090,1
Rana_berlandieri.ASV1096,1
Rana_berlandieri.ASV1102,1
Rana_berlandieri.ASV1103,1
Rana_berlandieri.ASV11050,1
Rana_berlandieri.ASV11051,1
Rana_berlandieri.ASV11053,1
Rana_berlandieri.ASV11054,1
Rana_berlandieri.ASV11056,1
Rana_berlandieri.ASV11058,1
Rana_berlandieri.ASV11059,1
Rana_berlandieri.ASV11060,1
Rana_berlandieri.ASV11061,1
Rana_berlandieri.ASV11062,1
Rana_berlandieri.ASV11063,1
Rana_berlandieri.ASV11064,1
Rana_berlandieri.ASV11065,1
Rana_berlandieri.ASV11066,1
Rana_berlandieri.ASV11068,1
Rana_berlandieri.ASV11069,1
Rana_berlandieri.ASV1107,1
Rana_berlandieri.ASV11070,1
Rana_berlandieri.ASV11071,1
Rana_berlandieri.ASV11072,1
Rana_berlandieri.ASV11074,1
Rana_berlandieri.ASV11078,1
Rana_berlandieri.ASV11082,1
Rana_berlandieri.ASV11084,1
Rana_berlandieri.ASV11085,1
Rana_berlandieri.ASV11088,1
Rana_berlandieri.ASV11089,1
Rana_berlandieri.ASV11094,1
Rana_berlandieri.ASV1110,1
Rana_berlandieri.ASV1113,1
Rana_berlandieri.ASV1114,1
Rana_berlandieri.ASV1116,1
Rana_berlandieri.ASV1125,1
Rana_berlandieri.ASV1128,1
Rana_berlandieri.ASV1129,1
Rana_berlandieri.ASV1138,1
Rana_berlandieri.ASV1140,1
Rana_berlandieri.ASV1145,1
Rana_berlandieri.ASV1146,1
Rana_berlandieri.ASV1154,1
Rana_berlandieri.ASV1155,1
Rana_berlandieri.ASV11553,1
Rana_berlandieri.ASV11554,1
Rana_berlandieri.ASV11559,1
Rana_berlandieri.ASV1156,1
Rana_berlandieri.ASV11561,1
Rana_berlandieri.ASV11563,1
Rana_berlandieri.ASV11565,1
